ID	A1	A4	A7	A8	A9	A11	A12	A14	A16	A17	A22
__id__505-sytes	=MAX(N506,O506)	0	0.5	0	0	0	=MAX(P506,Q506)	0	0	0	2
__id__506-com	=MAX(N507,O507)	0	0.5	0	0	0	=MAX(P507,Q507)	0	0.5	0	2
__id__507-edu	=MAX(N508,O508)	0	0.5	0	0	0	=MAX(P508,Q508)	0	0	0	2
__id__508-5chre	=MAX(N509,O509)	0	0.5	0	0	0	=MAX(P509,Q509)	0	1	0	2
__id__509-kontraktunet	=MAX(N510,O510)	0	1	0	0	0	=MAX(P510,Q510)	0	0	0	2
__id__510-instant-auto-loans	=MAX(N511,O511)	0	0.5	0	0	0	=MAX(P511,Q511)	0	0	0	2
__id__511-updatestill-however	=MAX(N512,O512)	0	1	0	0	0	=MAX(P512,Q512)	0	0	0	2
__id__512-baokelong1	=MAX(N513,O513)	0	0.5	0	0	0	=MAX(P513,Q513)	0	1	0	2
__id__513-intimno-zdravlje-zene	=MAX(N514,O514)	0	1	0	0	0	=MAX(P514,Q514)	0	0	0	2
__id__514-berttassoni	=MAX(N515,O515)	0	0	0	0	0	=MAX(P515,Q515)	0.5	1	0	2
__id__515-loansfaqs	=MAX(N516,O516)	0	0	0	0	0	=MAX(P516,Q516)	0	0.5	0	2
__id__516-lachiavedigiano	=MAX(N517,O517)	0	0	0	0	0	=MAX(P517,Q517)	0	0	0	2
__id__517-digistormz	=MAX(N518,O518)	0	1	0	0	0	=MAX(P518,Q518)	0	1	0	2
__id__518-clearbadcredit	=MAX(N519,O519)	0	2	0	0	0	=MAX(P519,Q519)	0	0	0	1
__id__519-7thgear	=MAX(N520,O520)	0	1	0	0	0	=MAX(P520,Q520)	0	1	0	2
__id__520-badcreditloanspros	=MAX(N521,O521)	0	0.5	0	0	0	=MAX(P521,Q521)	0	1	0	2
__id__521-solve-up	=MAX(N522,O522)	0	2	0	0	0	=MAX(P522,Q522)	0	0	0	1
__id__522-jomfruanegade	=MAX(N523,O523)	0	2	0	0	0	=MAX(P523,Q523)	0	0	0	1
__id__523-forbearrance	=MAX(N524,O524)	0	2	0	0	0	=MAX(P524,Q524)	0	1	0	1
__id__524-pay-day-loan	=MAX(N525,O525)	0	0	0	0	0	=MAX(P525,Q525)	0	0	0	2
__id__525-therapup	=MAX(N526,O526)	0	0.5	0	0	0	=MAX(P526,Q526)	0	0	0	2
__id__526-mikelglass	=MAX(N527,O527)	0	0	0	0	0	=MAX(P527,Q527)	0	0.5	0	2
__id__527-therapup	=MAX(N528,O528)	0	0.5	0	0	0	=MAX(P528,Q528)	0	0.5	0	2
__id__528-mikelglass	=MAX(N529,O529)	0	0.5	0	0	0	=MAX(P529,Q529)	0	0	0	2
__id__529-unsure1	=MAX(N530,O530)	0	0	0	0	0	=MAX(P530,Q530)	0	0	0	2
__id__530-unsure2	=MAX(N531,O531)	0	0	0	0	0	=MAX(P531,Q531)	0	0	0	2
__id__531-unsure3	=MAX(N532,O532)	0	0	0	0	0	=MAX(P532,Q532)	1	0	0	2
__id__532-unsure4	=MAX(N533,O533)	0	0	0	0	0	=MAX(P533,Q533)	0	0	0	2
__id__533-apbahome	=MAX(N534,O534)	0	0	0	0	0	=MAX(P534,Q534)	0.5	0.5	0	2
__id__534-scottsparling	=MAX(N535,O535)	0	0	0	0	0	=MAX(P535,Q535)	0	0	0	2
__id__535-apbahome	=MAX(N536,O536)	0	0	0	0	0	=MAX(P536,Q536)	0.5	0.5	0	2
__id__536-apbahome	=MAX(N537,O537)	0	0	0	0	0	=MAX(P537,Q537)	0.5	0.5	0	2
__id__537-apbahome	=MAX(N538,O538)	0	0	0	0	0	=MAX(P538,Q538)	0.5	0.5	0	2
__id__538-buildthewheel	=MAX(N539,O539)	0	0	0	0	0	=MAX(P539,Q539)	0	0	0	2
__id__539-apbahome	=MAX(N540,O540)	0	0	0	0	0	=MAX(P540,Q540)	0.5	0.5	0	2
__id__540-scottsparling	=MAX(N541,O541)	0	0	0	0	2	=MAX(P541,Q541)	0.5	0	0	2
__id__541-scottsparling	=MAX(N542,O542)	0	0	0	0	0	=MAX(P542,Q542)	0	0	0	2
__id__542-apbahome	=MAX(N543,O543)	0	0	0	0	0	=MAX(P543,Q543)	0.5	0.5	0	2
__id__543-apbahome	=MAX(N544,O544)	0	0	0	0	0	=MAX(P544,Q544)	0.5	0.5	0	2
__id__544-scottsparling	=MAX(N545,O545)	0	0	0	0	0	=MAX(P545,Q545)	0	0	0	2
__id__545-apbahome	=MAX(N546,O546)	0	0	0	0	0	=MAX(P546,Q546)	0.5	0.5	0	2
__id__546-apbahome	=MAX(N547,O547)	0	0	0	0	0	=MAX(P547,Q547)	0.5	0.5	0	2
__id__547-apbahome	=MAX(N548,O548)	0	0	0	0	0	=MAX(P548,Q548)	0.5	0.5	0	2
__id__548-apbahome	=MAX(N549,O549)	0	0	0	0	0	=MAX(P549,Q549)	0.5	0.5	0	2
__id__549-apbahome	=MAX(N550,O550)	0	0	0	0	0	=MAX(P550,Q550)	0.5	0.5	0	2
__id__550-apbahome	=MAX(N551,O551)	0	0	0	0	0	=MAX(P551,Q551)	0.5	0.5	0	2
__id__551-scottsparling	=MAX(N552,O552)	0	0	0	0	0	=MAX(P552,Q552)	0.5	0	0	2
__id__552-scottsparling	=MAX(N553,O553)	0	0	0	0	0	=MAX(P553,Q553)	0	0	0	2
__id__553-apbahome	=MAX(N554,O554)	0	0	0	0	0	=MAX(P554,Q554)	0.5	0.5	0	2
__id__554-apbahome	=MAX(N555,O555)	0	0	0	0	0	=MAX(P555,Q555)	0.5	0.5	0	2
__id__555-bigaustin	=MAX(N556,O556)	0	0	0	0	0	=MAX(P556,Q556)	0	0	0	2
__id__556-bigaustin	=MAX(N557,O557)	0	0	0	0	0	=MAX(P557,Q557)	0	0	0	2
__id__557-bigaustin	=MAX(N558,O558)	0	0	0	0	0	=MAX(P558,Q558)	0	0	0	2
__id__558-bigaustin	=MAX(N559,O559)	0	0	0	0	0	=MAX(P559,Q559)	0	0	0	2
__id__559-bigaustin	=MAX(N560,O560)	0	0	0	0	0	=MAX(P560,Q560)	0	0	0	2
__id__560-bigaustin	=MAX(N561,O561)	0	0	0	0	0	=MAX(P561,Q561)	0.5	0	0	2
__id__561-bigaustin	=MAX(N562,O562)	0	0	0	0	0	=MAX(P562,Q562)	0	0	0	2
__id__562-bigaustin	=MAX(N563,O563)	0	0	0	0	0	=MAX(P563,Q563)	0	0	0	2
__id__563-bigaustin	=MAX(N564,O564)	0	0	0	0	0	=MAX(P564,Q564)	0	0	0	2
__id__564-bigaustin	=MAX(N565,O565)	0	0	0	0	0	=MAX(P565,Q565)	0	0	0	2
__id__565-bigaustin	=MAX(N566,O566)	0	0	0	0	0	=MAX(P566,Q566)	0	0	0	2
__id__566-bigaustin	=MAX(N567,O567)	0	0	0	0	0	=MAX(P567,Q567)	0	0	0	2
__id__567-bigaustin	=MAX(N568,O568)	0	0	0	0	0	=MAX(P568,Q568)	0	0	0	2
__id__568-bigaustin	=MAX(N569,O569)	0	0	0	0	0	=MAX(P569,Q569)	0	0	0	2
__id__569-bigaustin	=MAX(N570,O570)	0	1	0	0	0	=MAX(P570,Q570)	0	0	0	2
__id__570-bigaustin	=MAX(N571,O571)	0	0	0	0	0	=MAX(P571,Q571)	0	0	0	2
__id__571-bigaustin	=MAX(N572,O572)	0	0	0	0	0	=MAX(P572,Q572)	0	0	0	2
__id__572-bigaustin	=MAX(N573,O573)	0	0	0	0	0	=MAX(P573,Q573)	0	0	0	2
__id__573-anadolumetal	=MAX(N574,O574)	0	0	0	0	0	=MAX(P574,Q574)	0	0	0	2
__id__574-numberless	=MAX(N575,O575)	0	0	0	0	0	=MAX(P575,Q575)	0	0	0	2
__id__575-edu	=MAX(N576,O576)	0	0	0	0	0	=MAX(P576,Q576)	0	0	0	2
__id__576-baroks-schachtabdeckungen	=MAX(N577,O577)	0	0	0	0	0	=MAX(P577,Q577)	0	0	0	2
__id__577-jalisco	=MAX(N578,O578)	0	0	0	0	0	=MAX(P578,Q578)	0	0	0	2
__id__578-ruv	=MAX(N579,O579)	0	0	0	0	0	=MAX(P579,Q579)	0	0	0	2
__id__579-kevenparker	=MAX(N580,O580)	0	0	0	0	0	=MAX(P580,Q580)	0	0	0	2
__id__580-elettrodigit	=MAX(N581,O581)	0	0	0	0	0	=MAX(P581,Q581)	0	0	0	2
__id__581-buoiholo	=MAX(N582,O582)	0	0	0	0	0	=MAX(P582,Q582)	0	0	0	2
__id__582-elettrodigit	=MAX(N583,O583)	0	0	0	0	0	=MAX(P583,Q583)	0	0	0	2
__id__583-intermobel	=MAX(N584,O584)	0	0	0	0	0	=MAX(P584,Q584)	0	0	0	2
__id__584-ancpalagiano	=MAX(N585,O585)	0	0	0	0	0	=MAX(P585,Q585)	0	0	0	2
__id__585-edu	=MAX(N586,O586)	0	0	0	0	0	=MAX(P586,Q586)	0	0	0	2
__id__586-numberless	=MAX(N587,O587)	0	0	0	0	0	=MAX(P587,Q587)	0	0	0	2
__id__587-ac	=MAX(N588,O588)	0	0	0	0	0	=MAX(P588,Q588)	0	0	0	2
__id__588-ac	=MAX(N589,O589)	0	0	0	0	0	=MAX(P589,Q589)	0	0	0	2
__id__589-thebolthole	=MAX(N590,O590)	2	0	0	0	0	=MAX(P590,Q590)	0	0	0	0
__id__590-elbierzoatope	=MAX(N591,O591)	1	0	0	0	0	=MAX(P591,Q591)	0	0	0	2
__id__591-schlagr	=MAX(N592,O592)	0.5	0	0	0	0	=MAX(P592,Q592)	0	0	0	2
__id__592-buoiholo	=MAX(N593,O593)	0	0	0	0	0	=MAX(P593,Q593)	0	0	0	2
__id__593-tv	=MAX(N594,O594)	0	0	0	0	0	=MAX(P594,Q594)	0	0	0	2
__id__594-boloto	=MAX(N595,O595)	0	0	0	0	0	=MAX(P595,Q595)	0.5	0	0	2
__id__595-autoinsurancecav	=MAX(N596,O596)	0	0	0	0	0	=MAX(P596,Q596)	0	0	0	2
__id__596-coalport	=MAX(N597,O597)	0	0	0	0	0	=MAX(P597,Q597)	0	0	0	2
__id__597-thietbisuoiam	=MAX(N598,O598)	0	0	0	0	0	=MAX(P598,Q598)	0	0	0	2
__id__598-scottsparling	=MAX(N599,O599)	0	0	0	0	1	=MAX(P599,Q599)	0	0	0	2
__id__599-scottsparling	=MAX(N600,O600)	0	0	0	0	1	=MAX(P600,Q600)	0	0	1	2
__id__600-scottsparling	=MAX(N601,O601)	0	0	0	0	2	=MAX(P601,Q601)	0	0	0	2
__id__601-scottsparling	=MAX(N602,O602)	0	0	0	0	1	=MAX(P602,Q602)	0	0	0	2
__id__602-scottsparling	=MAX(N603,O603)	0	0	0	0	1	=MAX(P603,Q603)	0	0	0	2
__id__603-scottsparling	=MAX(N604,O604)	0	0	0	0	1	=MAX(P604,Q604)	0	0	0	2
__id__604-scottsparling	=MAX(N605,O605)	0	0	0	0	1	=MAX(P605,Q605)	0	0	0	2
__id__605-apbahome	=MAX(N606,O606)	0	2	0	0	0	=MAX(P606,Q606)	0	0	0	0
__id__606-buildthewheel	=MAX(N607,O607)	0	0	0	0	0	=MAX(P607,Q607)	0	0	0	0
__id__607-scottsparling	=MAX(N608,O608)	0	0.5	0	0	2	=MAX(P608,Q608)	0	0	0	0
__id__608-scottsparling	=MAX(N609,O609)	0	0	0	0	2	=MAX(P609,Q609)	0	2	0	0
__id__609-scottsparling	=MAX(N610,O610)	0	0	0	0	0	=MAX(P610,Q610)	0	0	0	2
__id__610-buildthewheel	=MAX(N611,O611)	0	0	0	0	0	=MAX(P611,Q611)	0	1	0	0
__id__611-org	=MAX(N612,O612)	0	0	0	0	2	=MAX(P612,Q612)	0	0	0	0
__id__612-org	=MAX(N613,O613)	0	0	0	0	2	=MAX(P613,Q613)	0	0	0	0
__id__613-co	=MAX(N614,O614)	0	0	0	0	2	=MAX(P614,Q614)	0	0	0	0
__id__614-org	=MAX(N615,O615)	0	0	0	0	2	=MAX(P615,Q615)	0	0	0	0
__id__615-co	=MAX(N616,O616)	0	0	0	0	2	=MAX(P616,Q616)	0	0	0	0
__id__616-org	=MAX(N617,O617)	0	0	0	0	2	=MAX(P617,Q617)	0	0	0	0
__id__617-co	=MAX(N618,O618)	0	0	0	0	2	=MAX(P618,Q618)	0	0	0	0
__id__618-co	=MAX(N619,O619)	0	0	0	0	2	=MAX(P619,Q619)	0	0	0	0
__id__619-co	=MAX(N620,O620)	0	0	0	0	2	=MAX(P620,Q620)	0	0	0	0
__id__620-org	=MAX(N621,O621)	0	0	0	0	2	=MAX(P621,Q621)	0	0	0	0
__id__621-org	=MAX(N622,O622)	0	0	0	0	2	=MAX(P622,Q622)	0	0	0	0
__id__622-org	=MAX(N623,O623)	0	0	0	0	2	=MAX(P623,Q623)	0	0	0	0
__id__623-co	=MAX(N624,O624)	0	0	0	0	2	=MAX(P624,Q624)	0	0	0	0
__id__624-org	=MAX(N625,O625)	0	0	0	0	2	=MAX(P625,Q625)	0	0	0	0
__id__625-co	=MAX(N626,O626)	0	0	0	0	2	=MAX(P626,Q626)	0	0	0	0
__id__626-co	=MAX(N627,O627)	0	0	0	0	2	=MAX(P627,Q627)	0	0	0	0
__id__627-org	=MAX(N628,O628)	0	0	0	0	2	=MAX(P628,Q628)	0	0	0	0
__id__628-co	=MAX(N629,O629)	0	0	0	0	2	=MAX(P629,Q629)	0	0	0	0
__id__629-org	=MAX(N630,O630)	0	0	0	0	2	=MAX(P630,Q630)	0	0	0	0
__id__630-co	=MAX(N631,O631)	0	0	0	0	2	=MAX(P631,Q631)	0	0	0	0
__id__631-co	=MAX(N632,O632)	0	0	0	0	2	=MAX(P632,Q632)	0	0	0	0
__id__632-co	=MAX(N633,O633)	0	0	0	0	2	=MAX(P633,Q633)	0	0	0	0
__id__633-org	=MAX(N634,O634)	0	0	0	0	2	=MAX(P634,Q634)	0	0	0	0
__id__634-co	=MAX(N635,O635)	0	0	0	0	2	=MAX(P635,Q635)	0	0	0	0
__id__635-co	=MAX(N636,O636)	0	0	0	0	2	=MAX(P636,Q636)	0	0	0	0
__id__636-co	=MAX(N637,O637)	0	0	0	0	2	=MAX(P637,Q637)	0	0	0	0
__id__637-co	=MAX(N638,O638)	0	0	0	0	2	=MAX(P638,Q638)	0	0	0	0
__id__638-org	=MAX(N639,O639)	0	0	0	0	2	=MAX(P639,Q639)	0	0	0	0
__id__639-org	=MAX(N640,O640)	0	0	0	0	2	=MAX(P640,Q640)	0	0	0	0
__id__640-org	=MAX(N641,O641)	0	0	0	0	2	=MAX(P641,Q641)	0	0	0	0
__id__641-co	=MAX(N642,O642)	0	0	0	0	2	=MAX(P642,Q642)	0	0	0	0
__id__642-co	=MAX(N643,O643)	0	0	0	0	2	=MAX(P643,Q643)	0	0	0	0
__id__643-org	=MAX(N644,O644)	0	0	0	0	2	=MAX(P644,Q644)	0	0	0	0
__id__644-org	=MAX(N645,O645)	0	0	0	0	2	=MAX(P645,Q645)	0	0	0	0
__id__645-org	=MAX(N646,O646)	0	0	0	0	2	=MAX(P646,Q646)	0	0	0	0
__id__646-sch	=MAX(N647,O647)	0	0	0	0	2	=MAX(P647,Q647)	0	0	0	0
__id__647-co	=MAX(N648,O648)	0	0	0	0	2	=MAX(P648,Q648)	0	0	0	0
__id__648-org	=MAX(N649,O649)	0	0	0	0	2	=MAX(P649,Q649)	0	0	0	0
__id__649-sch	=MAX(N650,O650)	0	0	0	0	2	=MAX(P650,Q650)	0	0	0	0
__id__650-org	=MAX(N651,O651)	0	0	0	0	2	=MAX(P651,Q651)	0	0	0	0
__id__651-co	=MAX(N652,O652)	0	0	0	0	2	=MAX(P652,Q652)	0	0	0	0
__id__652-org	=MAX(N653,O653)	0	0	0	0	2	=MAX(P653,Q653)	0	0	2	0
__id__653-co	=MAX(N654,O654)	0	0	0	0	2	=MAX(P654,Q654)	0	0	0	0
__id__654-co	=MAX(N655,O655)	0	0	0	0	2	=MAX(P655,Q655)	0	0	0	0
__id__655-co	=MAX(N656,O656)	0	0	0	0	2	=MAX(P656,Q656)	0	0	0	0
__id__656-org	=MAX(N657,O657)	0	0	0	0	2	=MAX(P657,Q657)	0	0	0	0
__id__657-co	=MAX(N658,O658)	0	0	0	0	2	=MAX(P658,Q658)	0	0	0	0
__id__658-org	=MAX(N659,O659)	0	0	0	0	2	=MAX(P659,Q659)	0	0	0	0
__id__659-co	=MAX(N660,O660)	0	1	0	0	0	=MAX(P660,Q660)	0	0	0	0
__id__660-co	=MAX(N661,O661)	0	0	0	0	0	=MAX(P661,Q661)	0	0	0	0
__id__661-gov	=MAX(N662,O662)	0	0	0	0	0	=MAX(P662,Q662)	0	0	0	0
__id__662-plc	=MAX(N663,O663)	0	0	0	0	0	=MAX(P663,Q663)	0	0	0	0
__id__663-ac	=MAX(N664,O664)	0	0	0	0	0	=MAX(P664,Q664)	0	0	0	0
__id__664-co	=MAX(N665,O665)	0	0	0	0	0	=MAX(P665,Q665)	0	0	0	0
__id__665-org	=MAX(N666,O666)	0	0	0	0	0	=MAX(P666,Q666)	0	0	0	0
__id__666-co	=MAX(N667,O667)	0	0	0	0	0	=MAX(P667,Q667)	0	0	0	0
__id__667-co	=MAX(N668,O668)	0	0	0	0	0	=MAX(P668,Q668)	0	0	0	0
__id__668-co	=MAX(N669,O669)	0	0	0	0	0	=MAX(P669,Q669)	0	0	0	0
__id__669-org	=MAX(N670,O670)	0	0	0	1	0	=MAX(P670,Q670)	0	0	0	0
__id__670-co	=MAX(N671,O671)	0	0	0	0	0	=MAX(P671,Q671)	0	0	0	0
__id__671-co	=MAX(N672,O672)	0	0	0	0	0	=MAX(P672,Q672)	0	0	0	0
__id__672-co	=MAX(N673,O673)	0	0	0	0	0	=MAX(P673,Q673)	0	0	0	0
__id__673-gov	=MAX(N674,O674)	0	0	0	0	0	=MAX(P674,Q674)	0	0	0	0
__id__674-org	=MAX(N675,O675)	0	0	0	0	0	=MAX(P675,Q675)	0	0	0	0
__id__675-co	=MAX(N676,O676)	0	0	0	0	0	=MAX(P676,Q676)	0	0	0	0
__id__676-co	=MAX(N677,O677)	0	0	0	0	0	=MAX(P677,Q677)	0	0	0	0
__id__677-co	=MAX(N678,O678)	0	0	0	0	0	=MAX(P678,Q678)	0	0	0	0
__id__678-co	=MAX(N679,O679)	0	0	0	0	0	=MAX(P679,Q679)	0	0	0	0
__id__679-co	=MAX(N680,O680)	0	1	0	0	0	=MAX(P680,Q680)	0	0	0	0
__id__680-co	=MAX(N681,O681)	0	0	0	0	0	=MAX(P681,Q681)	0	0	0	0
__id__681-co	=MAX(N682,O682)	0	0	0	0	0	=MAX(P682,Q682)	0	0	0	0
__id__682-stt-global	=MAX(N683,O683)	0	0	0	0	0	=MAX(P683,Q683)	0	0	0	0
__id__683-co	=MAX(N684,O684)	0	0	0	0	0	=MAX(P684,Q684)	0	0	0	0
__id__684-co	=MAX(N685,O685)	0	0	0	0	0	=MAX(P685,Q685)	0	0	0	0
__id__685-co	=MAX(N686,O686)	0	0	0	0	0	=MAX(P686,Q686)	0	0	0	0
__id__686-co	=MAX(N687,O687)	0	0	0	0	0	=MAX(P687,Q687)	0	0	0	0
__id__687-co	=MAX(N688,O688)	0	0	0	0	0	=MAX(P688,Q688)	0	0	0	0
__id__688-gov	=MAX(N689,O689)	0	0	0	0	0	=MAX(P689,Q689)	0	0	0	0
__id__689-co	=MAX(N690,O690)	0	0	0	0	0	=MAX(P690,Q690)	0	0	0	0
__id__690-co	=MAX(N691,O691)	0	0	0	0	0	=MAX(P691,Q691)	0	0	0	0
__id__691-co	=MAX(N692,O692)	0	0	0	0	0	=MAX(P692,Q692)	0	0	0	0
__id__692-co	=MAX(N693,O693)	0	0	0	0	0	=MAX(P693,Q693)	0	0	0	0
__id__693-co	=MAX(N694,O694)	0	0	0	0	0	=MAX(P694,Q694)	0	0	0	0
__id__694-co	=MAX(N695,O695)	0	0	0	0	0	=MAX(P695,Q695)	0	0	0	0
__id__695-co	=MAX(N696,O696)	0	0	0	0	0	=MAX(P696,Q696)	0	0	0	0
__id__696-co	=MAX(N697,O697)	0	0	0	0	0	=MAX(P697,Q697)	0	0	0	0
__id__697-co	=MAX(N698,O698)	0	0	0	0	0	=MAX(P698,Q698)	0	0	0	0
__id__698-co	=MAX(N699,O699)	0	0	0	0	0	=MAX(P699,Q699)	0	0	0	0
__id__699-co	=MAX(N700,O700)	0	0	0	0	0	=MAX(P700,Q700)	0	0	0	0
__id__700-co	=MAX(N701,O701)	0	0	0	0	0	=MAX(P701,Q701)	0	0	0	0
__id__701-co	=MAX(N702,O702)	0	0	0	0	0	=MAX(P702,Q702)	0	0	0	0
__id__702-co	=MAX(N703,O703)	0	0	0	0	0	=MAX(P703,Q703)	0	0	0	0
__id__703-co	=MAX(N704,O704)	0	0	0	0	0	=MAX(P704,Q704)	0	0	0	0
__id__704-co	=MAX(N705,O705)	0	0	0	0	0	=MAX(P705,Q705)	0	0	0	0
__id__705-co	=MAX(N706,O706)	0	0	0	0	0	=MAX(P706,Q706)	0	0	0	0
__id__706-co	=MAX(N707,O707)	0	0	0	0	0	=MAX(P707,Q707)	0	0	0	0
__id__707-co	=MAX(N708,O708)	0	0	0	0	0	=MAX(P708,Q708)	0	0	0	0
__id__708-co	=MAX(N709,O709)	0	0	0	0	0	=MAX(P709,Q709)	0	0	0	0
__id__709-co	=MAX(N710,O710)	0	0	0	0	0	=MAX(P710,Q710)	0	0	0	0
__id__710-co	=MAX(N711,O711)	0	0	0	0	0	=MAX(P711,Q711)	0	0	0	0
__id__711-org	=MAX(N712,O712)	0	0	0	0	0	=MAX(P712,Q712)	0	0	0	0
__id__712-org	=MAX(N713,O713)	0	0	0	0	0	=MAX(P713,Q713)	0	0	0	0
__id__713-co	=MAX(N714,O714)	0	0	0	0	0	=MAX(P714,Q714)	0	0	0	0
__id__714-gov	=MAX(N715,O715)	0	0	0	0	0	=MAX(P715,Q715)	0	0	0	0
__id__715-ac	=MAX(N716,O716)	0	0	0	0	0	=MAX(P716,Q716)	0	0	0	0
__id__716-org	=MAX(N717,O717)	0	0	0	0	0	=MAX(P717,Q717)	0	0	0	0
__id__717-org	=MAX(N718,O718)	0	0	0	0	0	=MAX(P718,Q718)	0	0	0	0
__id__718-org	=MAX(N719,O719)	0	0	0	0	0	=MAX(P719,Q719)	0	0	0	0
__id__719-co	=MAX(N720,O720)	0	0	0	0	0	=MAX(P720,Q720)	0	0	0	0
__id__720-org	=MAX(N721,O721)	0	0	0	0	0	=MAX(P721,Q721)	0	1	0	0
__id__721-ac	=MAX(N722,O722)	0	0	0	0	0	=MAX(P722,Q722)	0	0	0	0
__id__722-co	=MAX(N723,O723)	0	0	0	0	0	=MAX(P723,Q723)	0	0	0	0
__id__723-org	=MAX(N724,O724)	0	0	1	0	0	=MAX(P724,Q724)	0	0	0	0
__id__724-ac	=MAX(N725,O725)	0	0	0	0	0	=MAX(P725,Q725)	0	0	0	0
__id__725-org	=MAX(N726,O726)	0	0	0	0	0	=MAX(P726,Q726)	0	0	0	0
__id__726-ac	=MAX(N727,O727)	0	0	0	0	0	=MAX(P727,Q727)	0	0	0	0
__id__727-co	=MAX(N728,O728)	0	0	0	0	0	=MAX(P728,Q728)	0	0	0	0
__id__728-org	=MAX(N729,O729)	0	0	0	0	0	=MAX(P729,Q729)	0	0	0	0
__id__729-ac	=MAX(N730,O730)	0	0	0	0	0	=MAX(P730,Q730)	0	0	0	0
__id__730-co	=MAX(N731,O731)	0	0	0	0	0	=MAX(P731,Q731)	0	0	0	0
__id__731-org	=MAX(N732,O732)	0	0	0	0	0	=MAX(P732,Q732)	0	0	0	0
__id__732-org	=MAX(N733,O733)	0	0	0	0	0	=MAX(P733,Q733)	0	0	0	0
__id__733-org	=MAX(N734,O734)	0	0	0	0	0	=MAX(P734,Q734)	0	0	0	0
__id__734-co	=MAX(N735,O735)	0	0	0	0	0	=MAX(P735,Q735)	0	0	0	0
__id__735-sch	=MAX(N736,O736)	0	0	0	0	0	=MAX(P736,Q736)	2	0	0	0
__id__736-org	=MAX(N737,O737)	0	0	0	0	0	=MAX(P737,Q737)	0	0	0	0
__id__737-co	=MAX(N738,O738)	0	0	0	0	0	=MAX(P738,Q738)	0	0	0	0
__id__738-gov	=MAX(N739,O739)	0	0	0	0	0	=MAX(P739,Q739)	0	0	0	0
__id__739-co	=MAX(N740,O740)	0	0	0	0	0	=MAX(P740,Q740)	0	0	0	0
__id__740-org	=MAX(N741,O741)	0	0	0	0	0	=MAX(P741,Q741)	0	0	0	0
__id__741-org	=MAX(N742,O742)	0	0	0	0	0	=MAX(P742,Q742)	0	0	0	0
__id__742-gov	=MAX(N743,O743)	0	0	0	0	0	=MAX(P743,Q743)	0	0	0	0
__id__743-org	=MAX(N744,O744)	0	0	0	0	0	=MAX(P744,Q744)	0	0	0	0
__id__744-ac	=MAX(N745,O745)	0	0	0	0	0	=MAX(P745,Q745)	0	0	0	0
__id__745-org	=MAX(N746,O746)	0	0	0	0	0	=MAX(P746,Q746)	0	0	0	0
__id__746-co	=MAX(N747,O747)	0	0	0	0	0	=MAX(P747,Q747)	0	0	0	0
__id__747-org	=MAX(N748,O748)	0	0	0	0	0	=MAX(P748,Q748)	0	0	0	0
__id__748-org	=MAX(N749,O749)	0	0	0	0	0	=MAX(P749,Q749)	0	0	0	0
__id__749-org	=MAX(N750,O750)	0	0	0	0	0	=MAX(P750,Q750)	0	0	0	0
__id__750-org	=MAX(N751,O751)	0	0	0	0	0	=MAX(P751,Q751)	0	0	0	0
__id__751-org	=MAX(N752,O752)	0	0	0	0	0	=MAX(P752,Q752)	0	0	0	0
__id__752-org	=MAX(N753,O753)	0	0	0	0	0	=MAX(P753,Q753)	0	0	0	0
__id__753-co	=MAX(N754,O754)	0	0	0	0	0	=MAX(P754,Q754)	0	0	0	0
__id__754-co	=MAX(N755,O755)	0	0	0	0	0	=MAX(P755,Q755)	0	0	0	0
__id__755-gov	=MAX(N756,O756)	0	0	0	0	0	=MAX(P756,Q756)	0	0	0	0
__id__756-org	=MAX(N757,O757)	0	0	0	0	0	=MAX(P757,Q757)	0	0	0	0
__id__757-org	=MAX(N758,O758)	0	0	0	0	0	=MAX(P758,Q758)	0	0	0	0
__id__758-org	=MAX(N759,O759)	0	0	0	0	0	=MAX(P759,Q759)	0	2	0	0
__id__759-ac	=MAX(N760,O760)	0	0	0	0	0	=MAX(P760,Q760)	2	0	0	0
__id__760-ac	=MAX(N761,O761)	0	0	0	0	0	=MAX(P761,Q761)	2	0	0	0
__id__761-ac	=MAX(N762,O762)	0	0	0	0	0	=MAX(P762,Q762)	2	0	0	0
__id__762-ac	=MAX(N763,O763)	0	0	0	0	1	=MAX(P763,Q763)	2	0	0	0
__id__763-ac	=MAX(N764,O764)	0	2	0	0	0	=MAX(P764,Q764)	0	0	0	0
__id__764-ac	=MAX(N765,O765)	0	0	0	0	0	=MAX(P765,Q765)	2	0	0	0
__id__765-co	=MAX(N766,O766)	0	0	0	0	0	=MAX(P766,Q766)	2	0	0	0
__id__766-ac	=MAX(N767,O767)	0	0	0	0	0	=MAX(P767,Q767)	2	0	0	0
__id__767-ac	=MAX(N768,O768)	0	0	0	0	0	=MAX(P768,Q768)	2	0	0	0
__id__768-co	=MAX(N769,O769)	0	0	1	0	0	=MAX(P769,Q769)	2	0	0	0
__id__769-org	=MAX(N770,O770)	0	0	0	0	0	=MAX(P770,Q770)	2	0	0	0
__id__770-ac	=MAX(N771,O771)	0	0	0	0	0	=MAX(P771,Q771)	2	0	0	0
__id__771-ac	=MAX(N772,O772)	0	0	0	0	0	=MAX(P772,Q772)	2	0	0	0
__id__772-ac	=MAX(N773,O773)	0	0	0	0	0	=MAX(P773,Q773)	2	0	0	0
